STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,CITIZENSHIP,Citizenship,FREQ,Frequency of observation,MEASURE,Measure,SEX,Sex,BIRTH_PLACE,Place of birth,EDUCATION_LEV,Education level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,84.41139984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,85.82659912,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,87.39798737,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,87.33354187,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,85.08869934,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,81.5640564,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,80.38535309,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,83.84661102,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,79.79141998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,84.75154877,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,83.70052338,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,83.24360657,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,84.13664246,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,84.32776642,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,86.77693176,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,81.83165741,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,87.47403717,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,89.27465057,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,82.19999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,82.59985352,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,84.40000153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,82.52695465,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2022,,85.85428619,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,58.45080948,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,59.56166077,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,58.64604187,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,57.12889099,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,57.05426025,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,61.42000961,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,63.86838913,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,66.96244812,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,66.91929626,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,64.17623901,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,62.20669937,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,63.11439896,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,63.22079849,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,63.31195831,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,62.15813828,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,61.78755951,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,62.85762024,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,67.62866974,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,68.90000153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,68.63271332,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,64.99577332,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,71.48548126,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2022,,74.94869995,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,75.86094666,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,76.44155884,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,78.84396362,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,79.50935364,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,80.14196777,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,79.72960663,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,79.59999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,80.2509613,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,80.0536499,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,79.94999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,51.32987976,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,50.27305984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,55.19800949,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,54.32331085,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,56.50791931,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,55.63214111,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,56.95692062,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,57.58758926,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,57.99626923,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,57.71448135,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,57.12322998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,57.55929184,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,F,Female,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,59.13774872,,A,Normal value,0,Units,1,One
