country,year,wage_gap
Switzerland,2021,
Switzerland,2022,15.42550091
Switzerland,2023,0.0
Switzerland,2024,
Türkiye,1970,
Türkiye,1971,
Türkiye,1972,
Türkiye,1973,
Türkiye,1974,
Türkiye,1975,
Türkiye,1976,
Türkiye,1977,
Türkiye,1978,
Türkiye,1979,
Türkiye,1980,
Türkiye,1981,
Türkiye,1982,
Türkiye,1983,
Türkiye,1984,
Türkiye,1985,
Türkiye,1986,
Türkiye,1987,
Türkiye,1988,
Türkiye,1989,
Türkiye,1990,
Türkiye,1991,
Türkiye,1992,
Türkiye,1993,
Türkiye,1994,
Türkiye,1995,
Türkiye,1996,
Türkiye,1997,
Türkiye,1998,
Türkiye,1999,
Türkiye,2000,
Türkiye,2001,
Türkiye,2002,
Türkiye,2003,
Türkiye,2004,
Türkiye,2005,
Türkiye,2006,1.375234902
Türkiye,2007,
Türkiye,2008,
Türkiye,2009,
Türkiye,2010,0.0
Türkiye,2011,
Türkiye,2012,
Türkiye,2013,
Türkiye,2014,1.197095568
Türkiye,2015,
Türkiye,2016,
Türkiye,2017,
Türkiye,2018,7.016422478
Türkiye,2019,
Türkiye,2020,
Türkiye,2021,
Türkiye,2022,
Türkiye,2023,
Türkiye,2024,
United Kingdom,1970,46.21326819
United Kingdom,1971,45.7204564
United Kingdom,1972,45.40677292
United Kingdom,1973,46.08065245
United Kingdom,1974,43.75379646
United Kingdom,1975,38.75753689
United Kingdom,1976,35.77712531
United Kingdom,1977,35.4022282
United Kingdom,1978,36.74291271
United Kingdom,1979,37.71498004
United Kingdom,1980,36.48054022
United Kingdom,1981,34.74231819
United Kingdom,1982,35.5515435
United Kingdom,1983,34.71464555
United Kingdom,1984,35.57340382
United Kingdom,1985,35.40676751
United Kingdom,1986,34.95001168
United Kingdom,1987,35.00194641
United Kingdom,1988,34.23393955
United Kingdom,1989,33.34817981
United Kingdom,1990,32.73492835
United Kingdom,1991,31.15476274
United Kingdom,1992,30.05762392
United Kingdom,1993,29.62817341
United Kingdom,1994,28.83145664
United Kingdom,1995,28.95024928
United Kingdom,1996,28.69959218
United Kingdom,1997,28.27995563
United Kingdom,1998,28.82483656
United Kingdom,1999,27.70040443
United Kingdom,2000,27.62896275
United Kingdom,2001,27.12394959
United Kingdom,2002,26.7976336
United Kingdom,2003,26.41686074
United Kingdom,2004,25.00405572
United Kingdom,2005,24.35353569
United Kingdom,2006,24.5210945
United Kingdom,2007,24.1608917
United Kingdom,2008,24.4155034
United Kingdom,2009,22.92288434
United Kingdom,2010,22.30786268
United Kingdom,2011,21.70413123
United Kingdom,2012,20.523687
United Kingdom,2013,21.25018472
United Kingdom,2014,19.98516321
United Kingdom,2015,19.71189181
United Kingdom,2016,19.59101959
United Kingdom,2017,19.30437212
United Kingdom,2018,19.48034464
United Kingdom,2019,18.39473684
United Kingdom,2020,15.17360191
United Kingdom,2021,16.82254965
United Kingdom,2022,16.01133983
United Kingdom,2023,15.05488157
United Kingdom,2024,16.10406364
United States,1970,
United States,1971,
United States,1972,
United States,1973,38.42364532
United States,1974,38.0733945
United States,1975,37.28813559
United States,1976,36.65338645
United States,1977,37.26937269
United States,1978,37.24137931
United States,1979,36.67711599
United States,1980,35.65217391
United States,1981,34.31635389
United States,1982,32.99748111
United States,1983,32.22512582
United States,1984,31.08667349
United States,1985,30.41261322
United States,1986,29.57460592
United States,1987,28.54845783
United States,1988,27.37160366
United States,1989,28.70675453
United States,1990,27.89302092
United States,1991,26.38864826
United States,1992,24.94487975
United States,1993,23.9601872
United States,1994,27.12369598
United States,1995,26.64670659
United States,1996,25.83941606
United States,1997,25.87412587
United States,1998,26.0
United States,1999,26.62420382
United States,2000,26.98412698
United States,2001,27.08333333
United States,2002,25.59456399
United States,2003,24.49888641
United States,2004,24.45887446
United States,2005,22.99465241
United States,2006,23.6869207
United States,2007,21.86588921
United States,2008,23.36103416
United States,2009,24.03508772
United States,2010,21.61204606
United States,2011,21.15384615
United States,2012,21.99661591
United States,2013,22.04658902
United States,2014,22.12096106
United States,2015,23.77622378
United States,2016,20.48286604
United States,2017,20.89665654
United States,2018,21.02973169
United States,2019,21.11498258
United States,2020,19.40199336
United States,2021,17.73879142
United States,2022,21.6152019
United States,2023,17.90697674
United States,2024,19.44444444
