country,year,wage_gap,education_gap,employment_gap,native_gap,immigrant_gap,overall_gap,gdp_pc,Gender gap in managerial positions,Gender gap in political representation,Gender gap in top management positions,Lack of confidence in the judicial system and courts - Female - Percentage of population,Legal discrimination on access to justice,Legal discrimination on financial assets,Legal discrimination on freedom of movement,Legal discrimination on inheritance,Legal discrimination on violence against women,Legal discrimination on workplace rights,Perception that a woman earning more money than her husband causes problems,Perception that being a housewife is as fulfilling as working for pay,Perception that men make better political leaders than women,Perception that men should have more right to a job than women,"Perception that when a mother works for pay, the children suffer",Perceptions that men make better business executives than women,unpaid_care_gap,part_time_gap,Gender gap in representation in parliament,Gender gap in professional judges representation,Gender gap in public sector employment ,Gender gap in senior management positions in national administrations
Italy,1999,,0.7745037000000004,33.23902900000001,,,,126.021769,,,,,,,,,,,,,,,,,,-44.61691378,,,,
Italy,2000,,0.6271342999999998,32.426368999999994,27.48771286,37.05861664,32.27316475000001,126.54412,,,,,,,,,,,,,,,,,,-43.69581170000001,,,,
Italy,2001,,0.336468,31.12582799999999,26.48985672000001,36.92685318,31.708354949999997,128.128188,,,,,,,,,,,,,,,,,,-46.07303256,,,,
Italy,2002,18.22199476,0.2434799999999999,30.587693,26.092006680000004,32.984027860000005,29.53801727000001,127.127137,,,,,,,,,,,,,,,,,,-49.93751162000001,80.4,,,
Italy,2003,,-0.004887,30.212196,25.860000609999997,34.912506109999995,30.38625336,124.792309,,,,,,,,,,,,,,,,,,-51.29086662,,,,
Italy,2004,,-1.0073249999999998,27.862957,24.547050469999995,29.486061100000008,27.016555785,122.484314,,,,,,,,,,,,,,,,,,-57.68282956,,,,
Italy,2005,,-1.2176519999999993,27.645592,23.856628420000007,30.090148930000005,26.973388674999995,120.075178,,,,,,,,,,,,,,,,,,-58.8063378,,,,
Italy,2006,16.23536499,-1.6185799999999997,27.06350700000001,23.40524292,29.90064621,26.65294456500001,118.825859,,,,,,,,,,,,,,,,,,-58.20590526000001,,,,
Italy,2007,,-2.2070240000000005,26.964676,23.33981323,29.406360629999995,26.373086929999985,117.55129,,,,,,,,,,,,,,,,,,-59.0158616,,,,31.40000000000001
Italy,2008,,-2.715890999999999,25.821106,22.409378049999997,27.971733089999997,25.190555569999997,115.85392,,,,,,,,,,,,,,,,,,-56.95961564000001,,,,31.0
Italy,2009,,-2.974577,25.03609400000001,22.151977530000003,27.619205480000005,24.885591504999997,113.74339,,,,,,,,,,,,,,,,,,-57.868,,,,45.4
Italy,2010,11.47453352,-3.0835019999999997,24.427341,21.695377349999998,27.462043760000007,24.578710555,112.259916,,,,,,,,,,,,,,,,,,-57.068000000000005,,,,45.4
Italy,2011,,-3.055800999999999,23.829159000000004,21.174327850000005,26.13132858,23.652828215,111.005642,,,,,,,,,,,,,,,,,,-56.636,,,-10.040000000000006,37.0
Italy,2012,,-3.5344490000000004,22.14489,20.07496644,23.37561035000001,21.725288394999996,106.420317,,,,,,,,,,,,,,,,,,-53.47399999999999,56.8,,,36.2
Italy,2013,,-3.688361,21.18079400000001,19.59719085,21.676857,20.637023924999998,103.140772,,,,,,,,,,,,,,,,,,-50.93000000000001,,,,39.0
Italy,2014,15.31130095,-3.954877,20.63512,19.070316309999995,21.26190948,20.166112895,101.528554,,,,,,,,,,,,,,,,,,-49.726,,-4.0,,35.2
Italy,2015,,-4.516069999999999,21.150967,19.71392823,22.862861630000005,21.288394930000003,100.591401,,,,,,,,,,,,,,,,,,-49.892,38.0,,,37.0
Italy,2016,,-4.820302999999999,21.286602,19.067146310000005,23.96542358,21.516284945,100.77154,,,,,,,,,,,,,,,,,,-49.072,,,,39.4
Italy,2017,,-5.667233,20.912674000000003,18.509937290000003,23.815166479999995,21.162551885,100.426142,,,,,,,,,,,,,,,,,,-50.124,38.0,,,38.4
Italy,2018,13.83130118,-5.641204999999999,20.75414600000001,18.300003059999995,24.20000458,21.25000381999999,99.717992,,,,,,,,,,,,,,,,,,-52.316,,,,27.599999999999994
Italy,2019,,-5.718589999999999,20.540831999999995,17.60208893,25.21253204,21.407310485,99.291443,,,,,,,,,,,,,,,,,,-52.30799999999999,28.599999999999994,,,24.200000000000003
Italy,2020,,-5.986431,20.676190000000005,17.510890960000005,27.92293548,22.71691322,95.085077,,,,,,,,,,,,,,,,,,-50.608,,-12.0,-17.64,24.200000000000003
Italy,2021,,-6.257234,20.119553000000003,17.006748200000004,26.59489059,21.800819395000005,98.323618,,,,,,,,,,,,,,,,,,-48.732,28.599999999999994,,,35.8
Italy,2022,11.97711016,-6.470433,20.678183999999995,16.883861550000006,26.89559174,21.889726645000003,100.680119,,,,,,,,,,,,,,,,,,-51.664,,,,29.0
Italy,2023,7.126864177,-6.583072659999999,20.28790283,16.743495940000003,26.55383682,21.64866638000001,100.644298,27.3,32.3,15.3,64.2,0.0,0.0,0.0,0.0,50.0,0.0,,54.3,20.1,25.7,54.1,16.4,-2.9000000000000004,-52.988,35.400000000000006,,,
Italy,2024,,-7.12148284912109,20.079086303710938,16.556968689999998,27.546115879999995,22.05154228499999,100.198016,,,,,,,,,,,,,,,,,,-53.038,,,,
Japan,1970,,,,,,,87.049373,,,,,,,,,,,,,,,,,,,,,,
Japan,1971,,,,,,,88.132728,,,,,,,,,,,,,,,,,,,,,,
Japan,1972,,,,,,,90.4365,,,,,,,,,,,,,,,,,,,,,,
Japan,1973,,,,,,,90.956616,,,,,,,,,,,,,,,,,,,,,,
Japan,1974,,,,,,,88.49829,,,,,,,,,,,,,,,,,,,,,,
Japan,1975,41.07856192,,,,,,90.617043,,,,,,,,,,,,,,,,,,,,,,
Japan,1976,41.18811881,,,,,,89.634712,,,,,,,,,,,,,,,,,,,,,,
Japan,1977,41.02409639,,,,,,90.19063,,,,,,,,,,,,,,,,,,,,,,
Japan,1978,41.02999434,,,,,,90.945477,,,,,,,,,,,,,,,,,,,,,,
Japan,1979,41.00912507,,,,,,92.460504,,,,,,,,,,,,,,,,,,,,,,
Japan,1980,41.13796576,,,,,,94.02671,,,,,,,,,,,,,,,,,,,,,,
Japan,1981,41.05960265,,,,,,96.036134,,,,,,,,,,,,,,,,,,,,,,
Japan,1982,41.3963964,,,,,,99.184269,,,,,,,,,,,,,,,,,,,,,,
Japan,1983,41.25599651,,,,,,99.95959,,,,,,,,,,,,,,,,,,,,,,
Japan,1984,41.38947368,,,,,,99.717766,,,,,,,,,,,,,,,,,,,,,,
Japan,1985,40.39247751,,,,,,101.284276,,,,,,,,,,,,,,,,,,,,,,
Japan,1986,40.29318542,,,,,,101.841547,,,,,,,,,,,,,,,,,,,,,,
Japan,1987,39.50329841,,,,,,103.091933,,,,,,,,,,,,,,,,,,,,,,
Japan,1988,39.48562784,,,,,,105.609601,,,,,,,,,,,,,,,,,,,,,,
Japan,1989,39.76819993,,,,,,107.242193,,,,,,,,,,,,,,,,,,,,,,
Japan,1990,39.75903615,,,,,,109.662186,,,,,,,,,,,,,,,,,,,,,,
Japan,1991,39.30217248,,,,,,112.39221,,,,,,,,,,,,,,,,,,,,,,
Japan,1992,38.50079745,,,,,,111.368682,,,,,,,,,,,,,,,,,,,,,,
Japan,1993,38.41825571,,,,,,109.783441,,,,,,,,,,,,,,,,,,,,,,
Japan,1994,37.99633476,,,,,,108.30823,,,,,,,,,,,,,,,,,,,,,,
Japan,1995,37.51515152,,,,,,108.852396,,,,,,,,,,,,,,,,,,,,,,
Japan,1996,37.24550898,,,,,,109.294289,,,,,,,,,,,,,,,,,,,,,,
Japan,1997,36.884273,7.188423000000004,32.475444,,,,106.910661,,,,,,,,,,,,,,,,,,,,,,
Japan,1998,36.117717,5.821737999999996,31.754158,,,,102.995048,,,,,,,,,,,,,,,,,,,,,,
Japan,1999,35.4024354,6.102723999999999,31.903465000000004,,,,99.882482,,,,,,,,,,,,,,,,,,,,,,
Japan,2000,34.50118765,5.979840999999997,31.373977,,,,99.071619,,,,,,,,,,,,,,,,,,,,,,
Japan,2001,34.72262988,4.787035000000003,29.840043,,,,98.549854,,,,,,,,,,,,,,,,,,,,,,
Japan,2002,33.49196907,4.383098000000004,28.836162999999992,,,,97.540306,,,,,,,,,,,,,,,,,,-51.39784946,85.4,,,
Japan,2003,33.17436662,3.8961070000000007,28.55324600000001,,,,97.501523,,,,,,,,,,,,,,,,,,-50.52631578,,,,
Japan,2004,32.43486074,3.780273000000001,28.250924,,,,97.014081,,,,,,,,,,,,,,,,,,-51.374207180000006,,,,
Japan,2005,34.13262285,3.0019070000000028,27.832611000000007,,,,96.635515,,,,,,,,,,,,,,,,,,-53.31230284,,,,
Japan,2006,34.13262285,2.917549000000001,27.465802000000004,,,,95.548541,,,,,,,,,,,,,,,,,,-54.88721803999999,,,,
Japan,2007,33.11553312,2.5716970000000003,27.237412,,,,95.015123,,,,,,,,,,,,,,,,,,-53.48360656,,,,
Japan,2008,32.24453102,2.1045760000000016,26.817500999999996,,,,94.12873,,,,,,,,,,,,,,,,,,-50.99601594000001,,,,
Japan,2009,30.23255814,1.907086,25.41457400000001,,,,92.578353,,,,,,,,,,,,,,,,,,-49.75399999999999,,,,
Japan,2010,30.67316479,1.377898999999999,24.83622800000001,,,,94.091226,,,,,,,,,,,,,,,,,,-50.696,,,,
Japan,2011,29.36338715,0.8849639999999965,24.904499,,,,92.893591,,,,,,,,,,,,,,,,,,-52.05,,,16.760000000000005,
Japan,2012,29.14893617,0.2798230000000004,24.02300199999999,,,,93.652878,,,,,,,,,,,,,,,,,,-52.22200000000001,78.8,,,
Japan,2013,28.65030675,0.4225959999999986,22.713036,,,,94.652313,,,,,,,,,,,,,,,,,,-51.672,,,,
Japan,2014,27.79126214,-0.0971760000000045,22.043296999999995,,,,93.516303,,,,,,,,,,,,,,,,,,-50.53999999999999,,,,
Japan,2015,27.78275142,0.0348049999999986,21.07290599999999,,,,93.243489,,,,,,,,,,,,,,,,,,-51.24199999999999,81.0,,,
Japan,2016,27.02863962,-0.3244430000000022,20.349327,,,,92.918176,,,,,,,,,,,,,,,,,,-52.898,,,,
Japan,2017,26.64679583,-1.414703000000003,19.369484,,,,92.65665,,,,,,,,,,,,,,,,,,-54.76599999999999,81.4,,,
Japan,2018,26.68838863,-1.812344000000003,17.697235000000006,,,,91.835217,,,,,,,,,,,,,,,,,,-52.636,,,,
Japan,2019,25.73964497,-2.4279550000000043,16.464164999999994,,,,90.659107,,,,,,,,,,,,,,,,,,-48.93600000000001,79.6,,,
Japan,2020,25.67886659,-2.255901000000001,16.567352,,,,91.183266,,,,,,,,,,,,,,,,,,-45.544,,,9.72,
Japan,2021,24.79240807,-2.9280019999999998,15.851653999999996,,,,88.580702,,,,,,,,,,,,,,,,,,-45.694,80.2,,,
Japan,2022,23.22064057,-2.3806800800000048,14.64857483,,,,87.557658,,,,,,,,,,,,,,,,,,-48.28399999999999,,,,
Japan,2023,25.16386435,-3.490974420000001,13.974739069999998,,,,88.336025,13.3,9.9,,27.6,0.0,0.0,0.0,0.0,75.0,100.0,14.4,82.0,29.3,25.9,16.4,22.6,-2.8,-48.06,80.0,,,
Japan,2024,24.18066648,14.613630294799808,12.910934448242202,,,,87.771962,,,,,,,,,,,,,,,,,,-44.56999999999999,,,,
Korea,1970,,,,,,,14.603709,,,,,,,,,,,,,,,,,,,,,,
Korea,1971,,,,,,,15.473115,,,,,,,,,,,,,,,,,,,,,,
Korea,1972,,,,,,,15.638675,,,,,,,,,,,,,,,,,,,,,,
Korea,1973,,,,,,,16.829916,,,,,,,,,,,,,,,,,,,,,,
Korea,1974,,,,,,,18.115834,,,,,,,,,,,,,,,,,,,,,,
Korea,1975,,,,,,,19.331952,,,,,,,,,,,,,,,,,,,,,,
Korea,1976,,,,,,,20.730351,,,,,,,,,,,,,,,,,,,,,,
Korea,1977,,,,,,,22.325259,,,,,,,,,,,,,,,,,,,,,,
Korea,1978,,,,,,,23.607674,,,,,,,,,,,,,,,,,,,,,,
Korea,1979,,,,,,,24.572215,,,,,,,,,,,,,,,,,,,,,,
Korea,1980,,,,,,,23.749904,,,,,,,,,,,,,,,,,,,,,,
Korea,1981,,,,,,,24.779173,,,,,,,,,,,,,,,,,,,,,,
Korea,1982,,,,,,,26.650398,,,,,,,,,,,,,,,,,,,,,,
Korea,1983,,,,,,,29.175042,,,,,,,,,,,,,,,,,,,,,,
Korea,1984,0.0,,,,,,30.657269,,,,,,,,,,,,,,,,,,,,,,
Korea,1985,55.36041861,,,,,,31.844182,,,,,,,,,,,,,,,,,,,,,,
Korea,1986,0.0,,,,,,34.394589,,,,,,,,,,,,,,,,,,,,,,
Korea,1987,0.0,,,,,,37.368278,,,,,,,,,,,,,,,,,,,,,,
Korea,1988,0.0,,,,,,40.017965,,,,,,,,,,,,,,,,,,,,,,
Korea,1989,0.0,,,,,,41.249138,,,,,,,,,,,,,,,,,,-14.300466799999995,,,,
Korea,1990,0.0,,,,,,43.976343,,,,,,,,,,,,,,,,,,-17.34069128,,,,
Korea,1991,0.0,,,,,,47.985204,,,,,,,,,,,,,,,,,,-24.343771899999997,,,,
Korea,1992,48.51516212,,,,,,49.785379,,,,,,,,,,,,,,,,,,-27.601126980000004,,,,
Korea,1993,47.78481417,,,,,,52.373727,,,,,,,,,,,,,,,,,,-27.49769258000001,,,,
Korea,1994,45.6759166,,,,,,55.425756,,,,,,,,,,,,,,,,,,-27.284351720000004,,,,
Korea,1995,44.44842889,11.726007,36.54006999999999,,,,59.115609,,,,,,,,,,,,,,,,,,-27.811404080000003,,,,
Korea,1996,43.1320717,,,,,,61.695836,,,,,,,,,,,,,,,,,,-32.229151419999994,,,,
Korea,1997,41.69785038,11.498896,33.66296799999999,,,,63.075553,,,,,,,,,,,,,,,,,,-29.17686906,,,,
Korea,1998,40.96181115,12.679102,32.40845100000001,,,,58.242371,,,,,,,,,,,,,,,,,,-13.336053579999998,,,,
Korea,1999,39.69163648,12.119187999999998,30.725117,,,,62.925703,,,,,,,,,,,,,,,,,,-13.782165320000004,,,,
Korea,2000,39.43315537,11.949601,30.454396,,,,65.899657,,,,,,,,,,,,,,,,,,-17.94953468,,,,
Korea,2001,39.13613966,11.493128000000002,29.954754,,,,68.024974,,,,,,,,,,,,,,,,,,-20.923953979999997,,,,
Korea,2002,39.53462065,11.247795,30.179717999999998,,,,72.245035,,,,,,,,,,,,,,,,,,-20.01724458,88.2,,,
Korea,2003,39.52987746,11.692854000000004,31.138397999999995,,,,73.067203,,,,,,,,,,,,,,,,,,-22.285314099999997,,,,
Korea,2004,39.1887118,11.433795999999996,29.675884000000003,,,,74.595684,,,,,,,,,,,,,,,,,,-21.99658386,,,,
Korea,2005,38.74667542,10.685148000000002,28.961635,,,,76.020215,,,,,,,,,,,,,,,,,,-19.8256298,,,,
Korea,2006,38.45570807,9.997992999999996,27.447391999999997,,,,77.67944,,,,,,,,,,,,,,,,,,-21.0038519,,,,
Korea,2007,37.24212636,9.70302,27.039769,,,,80.244872,,,,,,,,,,,,,,,,,,-22.15929258,,,,
Korea,2008,38.043023,9.350794999999998,26.641807000000007,,,,82.314412,,,,,,,,,,,,,,,,,,-22.77394390000001,,,,
Korea,2009,37.24470649,9.273815,26.753372,,,,86.098378,,,,,,,,,,,,,,,,,,-24.056,,,,
Korea,2010,37.04384676,8.363605999999997,26.794106,,,,89.489306,,,,,,,,,,,,,,,,,,-26.206000000000003,,,,
Korea,2011,35.88762252,8.896021999999995,26.938965,,,,90.733908,,,,,,,,,,,,,,,,,,-15.525999999999996,,,,
Korea,2012,34.97627684,8.402638000000003,26.929523,,,,91.848229,,,,,,,,,,,,,,,,,,-25.92,68.6,,,
Korea,2013,35.39093895,8.136683999999995,26.44053600000001,,,,93.411471,,,,,,,,,,,,,,,,,,-24.894000000000005,,,,
Korea,2014,35.69306487,7.775204000000002,26.198010000000004,,,,94.328089,,,,,,,,,,,,,,,,,,-29.383999999999997,,,,
Korea,2015,36.13976438,7.473915000000005,25.176887,,,,94.698112,,,,,,,,,,,,,,,,,,-30.687999999999995,67.4,,,
Korea,2016,35.15272012,7.184669999999997,24.534519000000003,,,,96.115159,,,,,,,,,,,,,,,,,,-32.422,,,,
Korea,2017,34.1281258,6.560398999999997,23.902165000000004,,,,97.054452,,,,,,,,,,,,,,,,,,-29.712,66.0,,,
Korea,2018,32.32500058,5.597374000000002,22.964138000000005,,,,97.984671,,,,,,,,,,,,,,,,,,-30.611999999999995,,,,
Korea,2019,31.6135838,4.704719999999995,21.416455000000006,,,,98.805819,,,,,,,,,,,,,,,,,,-29.952,65.8,,,
Korea,2020,30.45038121,4.282418,21.409648999999995,,,,102.459194,,,,,,,,,,,,,,,,,,-24.054,,,5.480000000000004,
Korea,2021,30.33347869,3.989128000000001,20.874576000000005,17.56227112,28.262096400000004,22.912183760000005,101.354758,,,,,,,,,,,,,,,,,,-26.248000000000005,62.0,,,
Korea,2022,30.08554971,3.5219573900000043,20.11305236999999,16.56951141999999,27.19701004,21.88326072999999,101.696012,,,,,,,,,,,,,,,,,,-25.623999999999995,,,,
Korea,2023,29.33355374,3.3142585800000006,18.706840510000006,15.253539939999996,26.43372045,20.843630195,102.141073,16.3,18.6,,75.5,0.0,0.0,0.0,25.0,25.0,100.0,32.5,49.7,52.0,52.9,64.7,47.9,-2.4,-27.989999999999995,61.8,,,
Korea,2024,28.96650065,2.547149658203118,17.43598175048828,14.376385189999992,26.68713105,20.531758119999992,103.174306,,,,,,,,,,,,,,,,,,-28.248,,,,
Latvia,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,1995,,,,,,,30.173758,,,,,,,,,,,,,,,,,,,,,,
Latvia,1996,,-2.964929,10.773163000000004,,,,30.455339,,,,,,,,,,,,,,,,,,,,,,
Latvia,1997,,-4.026152999999999,10.543910999999994,,,,32.59886,,,,,,,,,,,,,,,,,,,,,,
Latvia,1998,,-3.732922,11.796780000000004,,,,34.312863,,,,,,,,,,,,,,,,,,,,,,
Latvia,1999,,-3.5108710000000016,11.270829,,,,34.67744,,,,,,,,,,,,,,,,,,,,,,
Latvia,2000,,-3.532195999999999,7.704120000000003,,,,35.831195,,,,,,,,,,,,,,,,,,-29.141284320000004,,,,
Latvia,2001,,-5.227423999999999,7.876949000000003,,,,38.373769,,,,,,,,,,,,,,,,,,-27.448632700000005,,,,
Latvia,2002,19.20555423,-4.782333000000001,8.135321999999988,,,,41.445535,,,,,,,,,,,,,,,,,,-36.53639844,64.0,,,
Latvia,2003,,-5.837142999999999,8.698561999999995,,,,44.754984,,,,,,,,,,,,,,,,,,-37.93373123999999,,,,
Latvia,2004,,-6.701964999999998,8.189216000000002,,,,47.94366,,,,,,,,,,,,,,,,,,-35.2842054,,,,
Latvia,2005,,-7.756805,8.374184,,,,52.934999,,,,,,,,,,,,,,,,,,-40.88931016000001,,,,
Latvia,2006,15.21496155,-9.729983999999998,8.650970999999998,,,,58.81832,,,,,,,,,,,,,,,,,,-32.97220786,,,,
Latvia,2007,,-9.220818,9.334320000000004,,,,64.218241,,,,,,,,,,,,,,,,,,-36.35541666,,,,7.200000000000003
Latvia,2008,,-11.965155,6.427498,,,,62.922796,,,,,,,,,,,,,,,,,,-39.491874120000006,,,,5.200000000000003
Latvia,2009,,-13.095320000000005,0.0030670000000014,,,,56.011016,,,,,,,,,,,,,,,,,,-29.544000000000004,,,,11.400000000000006
Latvia,2010,19.53017164,-12.294265000000005,-0.7149809999999945,,,,53.80982,,,,,,,,,,,,,,,,,,-30.108000000000004,,,,6.599999999999994
Latvia,2011,,-13.956625000000004,1.6216890000000037,,,,55.655002,,,,,,,,,,,,,,,,,,-26.724000000000004,,,-30.139999999999983,0.0
Latvia,2012,,-15.111041999999998,3.132462000000004,,,,59.996376,,,,,,,,,,,,,,,,,,-31.678,54.0,,,-6.400000000000006
Latvia,2013,,-15.165035,3.953705,,,,61.213758,,,,,,,,,,,,,,,,,,-31.895999999999997,,,,-11.599999999999994
Latvia,2014,21.54361115,-15.882547999999996,4.10883299999999,,,,62.102105,,,,,,,,,,,,,,,,,,-39.77600000000001,,-54.0,,-3.5999999999999943
Latvia,2015,,-17.8246,4.048621999999995,,,,63.741939,,,,,,,,,,,,,,,,,,-40.24199999999999,64.0,,,1.7999999999999972
Latvia,2016,,-17.863294999999997,3.1700969999999984,,,,65.15524,,,,,,,,,,,,,,,,,,-32.126000000000005,,,,-6.599999999999994
Latvia,2017,,-17.223570000000002,4.225914000000003,4.690406790000012,12.409599299999996,8.550003045000011,66.572675,,,,,,,,,,,,,,,,,,-35.56999999999999,68.0,,,-6.599999999999994
Latvia,2018,23.15873094,-17.401915000000002,4.033844000000002,4.700004579999998,11.599998479999996,8.150001529999997,68.772514,,,,,,,,,,,,,,,,,,-37.828,,,,-4.799999999999997
Latvia,2019,,-16.622313000000002,3.871758,4.458564750000008,8.020759580000004,6.239662164999999,68.943939,,,,,,,,,,,,,,,,,,-30.636,38.0,,,-3.4000000000000057
Latvia,2020,,-17.388192999999998,3.284104000000013,4.600631710000002,10.291198730000003,7.445915220000018,70.046174,,,,,,,,,,,,,,,,,,-30.196,,-62.0,-34.72,-8.200000000000003
Latvia,2021,,-19.036919,4.596755999999999,5.046829219999992,13.231849670000004,9.139339445000005,71.34871,,,,,,,,,,,,,,,,,,-32.63999999999999,42.0,,,-10.0
Latvia,2022,22.68432828,-19.496307,3.201934999999992,3.930351250000001,12.780319210000002,8.355335230000009,70.829673,,,,,,,,,,,,,,,,,,-38.50200000000001,,,,-3.200000000000003
Latvia,2023,23.62953667,-18.24271393,3.353454590000013,4.133285519999987,9.01456451,6.573925015,69.598275,46.9,30.0,32.6,45.2,0.0,0.0,0.0,0.0,25.0,0.0,46.1,62.7,40.4,18.8,47.8,38.1,-2.2,-33.138000000000005,42.0,,,
Latvia,2024,,-19.62560462951661,2.90338134765625,3.399276730000011,13.71389769999999,8.556587214999993,69.357862,,,,,,,,,,,,,,,,,,-32.828,,,,
Lithuania,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1995,,,,,,,34.304757,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1996,,,,,,,35.421439,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1997,,,,,,,37.524906,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1998,,,,,,,39.740699,,,,,,,,,,,,,,,,,,-17.34944344,,,,
Lithuania,1999,,,,,,,38.589502,,,,,,,,,,,,,,,,,,-18.96979216,,,,
Lithuania,2000,,-9.43322,3.288993999999988,,,,38.866477,,,,,,,,,,,,,,,,,,-29.483283599999996,,,,
Lithuania,2001,,,,,,,41.447779,,,,,,,,,,,,,,,,,,-35.013768199999994,,,,
Lithuania,2002,18.94218686,,,,,,44.207226,,,,,,,,,,,,,,,,,,-26.361142619999995,78.8,,,
Lithuania,2003,,,,,,,48.59539,,,,,,,,,,,,,,,,,,-40.6048807,,,,
Lithuania,2004,,,,,,,51.0037,,,,,,,,,,,,,,,,,,-39.47906033999999,,,,
Lithuania,2005,,-7.437249999999999,8.199944000000002,,,,54.654409,,,,,,,,,,,,,,,,,,-47.96779886,,,,
Lithuania,2006,20.52158024,-8.361595000000001,6.852469999999997,,,,58.209522,,,,,,,,,,,,,,,,,,-41.61949846,,,,
Lithuania,2007,,-8.363985999999997,6.3757480000000015,,,,64.185121,,,,,,,,,,,,,,,,,,-41.72511362,,,,50.0
Lithuania,2008,,-9.733088,5.774116000000007,,,,66.764547,,,,,,,,,,,,,,,,,,-46.998341100000005,,,,51.6
Lithuania,2009,,-10.487089,-0.3281479999999988,,,,59.953966,,,,,,,,,,,,,,,,,,-43.812000000000005,,,,28.0
Lithuania,2010,16.44867264,-12.245212,-1.6065520000000078,,,,60.034975,,,,,,,,,,,,,,,,,,-39.38399999999999,,,,3.4000000000000057
Lithuania,2011,,-12.275415000000002,0.4860690000000005,,,,64.336306,,,,,,,,,,,,,,,,,,-32.392,,,-34.599999999999994,9.200000000000005
Lithuania,2012,,-12.935667,1.4641880000000072,,,,67.510047,,,,,,,,,,,,,,,,,,-35.298,51.0,,,12.200000000000005
Lithuania,2013,,-13.170519,2.3535540000000026,,,,70.131088,,,,,,,,,,,,,,,,,,-40.26400000000001,,,,8.799999999999997
